
build/at01.blastn
IV 18163 18243 similar to IV|Transcript:Y38C1AB.2.1|+|26982-27131,27181-27274,27321-27435,27557-27709,27756-27969,28247-28330,28501-28677,29041-29343,29639-29717,29765-30029,30075-30146,31714-32380|
IV 17735 17806 similar to IV|Transcript:Y38C1AB.2.1|+|26982-27131,27181-27274,27321-27435,27557-27709,27756-27969,28247-28330,28501-28677,29041-29343,29639-29717,29765-30029,30075-30146,31714-32380|
III 97564 97726 similar to III|Transcript:C29F9.9.1|-|98398-98550,98603-98720,98762-98922|
III 97202 97356 similar to III|Transcript:C29F9.9.1|-|98398-98550,98603-98720,98762-98922|
III 97403 97524 similar to III|Transcript:C29F9.9.1|-|98398-98550,98603-98720,98762-98922|
III 98170 98259 similar to III|Transcript:C29F9.8.1|-|96783-96869,96919-97063,97114-97118|
IV 23038 23198 similar to IV|Transcript:Y38C1AB.7.1|-|24683-24835,24909-24987,25104-25225,25275-25358,26011-26145,26192-26275,26326-26388|
IV 21736 21870 similar to IV|Transcript:Y38C1AB.7.1|-|24683-24835,24909-24987,25104-25225,25275-25358,26011-26145,26192-26275,26326-26388|
IV 22655 22778 similar to IV|Transcript:Y38C1AB.7.1|-|24683-24835,24909-24987,25104-25225,25275-25358,26011-26145,26192-26275,26326-26388|
IV 22523 22611 similar to IV|Transcript:Y38C1AB.7.1|-|24683-24835,24909-24987,25104-25225,25275-25358,26011-26145,26192-26275,26326-26388|
IV 21606 21689 similar to IV|Transcript:Y38C1AB.7.1|-|24683-24835,24909-24987,25104-25225,25275-25358,26011-26145,26192-26275,26326-26388|
IV 22894 22972 similar to IV|Transcript:Y38C1AB.7.1|-|24683-24835,24909-24987,25104-25225,25275-25358,26011-26145,26192-26275,26326-26388|
IV 21493 21556 similar to IV|Transcript:Y38C1AB.7.1|-|24683-24835,24909-24987,25104-25225,25275-25358,26011-26145,26192-26275,26326-26388|
IV 31714 32380 similar to IV|Transcript:Y38C1AB.6.1|-|15499-16165,17735-17806,17852-18116,18164-18242,18538-18840,19204-19380,19551-19634,19912-20125,20172-20324,20446-20560,20607-20700,20750-20899|
IV 29031 29343 similar to IV|Transcript:Y38C1AB.6.1|-|15499-16165,17735-17806,17852-18116,18164-18242,18538-18840,19204-19380,19551-19634,19912-20125,20172-20324,20446-20560,20607-20700,20750-20899|
IV 29757 30029 similar to IV|Transcript:Y38C1AB.6.1|-|15499-16165,17735-17806,17852-18116,18164-18242,18538-18840,19204-19380,19551-19634,19912-20125,20172-20324,20446-20560,20607-20700,20750-20899|
IV 27756 27969 similar to IV|Transcript:Y38C1AB.6.1|-|15499-16165,17735-17806,17852-18116,18164-18242,18538-18840,19204-19380,19551-19634,19912-20125,20172-20324,20446-20560,20607-20700,20750-20899|
IV 28501 28677 similar to IV|Transcript:Y38C1AB.6.1|-|15499-16165,17735-17806,17852-18116,18164-18242,18538-18840,19204-19380,19551-19634,19912-20125,20172-20324,20446-20560,20607-20700,20750-20899|
IV 27557 27709 similar to IV|Transcript:Y38C1AB.6.1|-|15499-16165,17735-17806,17852-18116,18164-18242,18538-18840,19204-19380,19551-19634,19912-20125,20172-20324,20446-20560,20607-20700,20750-20899|
IV 26982 27144 similar to IV|Transcript:Y38C1AB.6.1|-|15499-16165,17735-17806,17852-18116,18164-18242,18538-18840,19204-19380,19551-19634,19912-20125,20172-20324,20446-20560,20607-20700,20750-20899|
IV 27320 27437 similar to IV|Transcript:Y38C1AB.6.1|-|15499-16165,17735-17806,17852-18116,18164-18242,18538-18840,19204-19380,19551-19634,19912-20125,20172-20324,20446-20560,20607-20700,20750-20899|
IV 27179 27274 similar to IV|Transcript:Y38C1AB.6.1|-|15499-16165,17735-17806,17852-18116,18164-18242,18538-18840,19204-19380,19551-19634,19912-20125,20172-20324,20446-20560,20607-20700,20750-20899|
IV 28246 28330 similar to IV|Transcript:Y38C1AB.6.1|-|15499-16165,17735-17806,17852-18116,18164-18242,18538-18840,19204-19380,19551-19634,19912-20125,20172-20324,20446-20560,20607-20700,20750-20899|
IV 29638 29718 similar to IV|Transcript:Y38C1AB.6.1|-|15499-16165,17735-17806,17852-18116,18164-18242,18538-18840,19204-19380,19551-19634,19912-20125,20172-20324,20446-20560,20607-20700,20750-20899|
IV 30075 30146 similar to IV|Transcript:Y38C1AB.6.1|-|15499-16165,17735-17806,17852-18116,18164-18242,18538-18840,19204-19380,19551-19634,19912-20125,20172-20324,20446-20560,20607-20700,20750-20899|
I 150391 150688 similar to I|Transcript:F53G12.3.1|+|137845-137886,138017-138143,138193-138351,138393-138782,138829-139032,139080-139331,139378-139669,139769-139982,140136-140292,140371-140496,140554-140870,140916-141213,141681-141854,141900-142023,142067-142230,142278-142477,142547-142671,142729-142939,143007-143684,144265-144396,144440-144565|
I 146793 146924 similar to I|Transcript:F53G12.3.1|+|137845-137886,138017-138143,138193-138351,138393-138782,138829-139032,139080-139331,139378-139669,139769-139982,140136-140292,140371-140496,140554-140870,140916-141213,141681-141854,141900-142023,142067-142230,142278-142477,142547-142671,142729-142939,143007-143684,144265-144396,144440-144565|
IV 38858 39114 similar to IV|Transcript:Y38C1AB.5.1|-|8765-9019,9322-9444,9646-9796,10143-10291,10963-11070|
IV 38083 38233 similar to IV|Transcript:Y38C1AB.5.1|-|8765-9019,9322-9444,9646-9796,10143-10291,10963-11070|
IV 37587 37736 similar to IV|Transcript:Y38C1AB.5.1|-|8765-9019,9322-9444,9646-9796,10143-10291,10963-11070|
IV 38428 38557 similar to IV|Transcript:Y38C1AB.5.1|-|8765-9019,9322-9444,9646-9796,10143-10291,10963-11070|
IV 36809 36917 similar to IV|Transcript:Y38C1AB.5.1|-|8765-9019,9322-9444,9646-9796,10143-10291,10963-11070|
IV 8765 9021 similar to IV|Transcript:Y38C1AB.1.1|+|36809-36916,37588-37736,38083-38233,38435-38557,38860-39114|
IV 9646 9796 similar to IV|Transcript:Y38C1AB.1.1|+|36809-36916,37588-37736,38083-38233,38435-38557,38860-39114|
IV 10143 10292 similar to IV|Transcript:Y38C1AB.1.1|+|36809-36916,37588-37736,38083-38233,38435-38557,38860-39114|
IV 9322 9451 similar to IV|Transcript:Y38C1AB.1.1|+|36809-36916,37588-37736,38083-38233,38435-38557,38860-39114|
IV 10962 11070 similar to IV|Transcript:Y38C1AB.1.1|+|36809-36916,37588-37736,38083-38233,38435-38557,38860-39114|

build/dm01.blastn
4 11756 11820 similar to 4|FBtr0346692|+|879-1079,1144-1410,1768-3851,4353-4527,4592-4824,4875-5039|
2L 18318 18571 similar to 2L|FBtr0078166|-|9839-11344,11410-11518,11779-12221,12286-12928,13520-13625,13683-14874,14933-15711,19885-20020,21136-21376|
